kind,param,value,seed,success,state,steps,sim_time,path_length,collisions,first_detect_t,reach_t,homing_t,est_err_cm,known_frac,oracle_len,path_eff,victim_x,victim_y,wall_s
baseline,,nan,12,1,reached,392,39.2,22.338128556886275,0,25.200000000000003,39.2,14.0,1.5160430404130147,0.9966666666666667,17.702438661763956,0.770093099695269,14.0,10.5,2.7296477480000476
baseline,,nan,13,1,reached,411,41.1,22.42155549814023,0,27.200000000000003,41.1,13.899999999999999,2.625847536176455,0.9966666666666667,17.702438661763956,0.7672277092100422,14.0,10.5,2.9229652630000373
baseline,,nan,14,1,reached,446,44.6,24.007936313219208,0,30.3,44.6,14.3,1.00217704323753,0.9966666666666667,17.702438661763956,0.71653133519402,14.0,10.5,3.214301427999999
baseline,,nan,15,1,reached,390,39.0,22.26175386040945,0,25.200000000000003,39.0,13.799999999999997,2.266949336169271,0.9966666666666667,17.702438661763956,0.7727351029766332,14.0,10.5,2.766071276000048
baseline,,nan,16,1,reached,429,42.900000000000006,23.47419240648604,0,29.1,42.900000000000006,13.800000000000004,0.8362427853218245,0.9966666666666667,17.702438661763956,0.7328234498500078,14.0,10.5,3.062611740999955
baseline,,nan,17,1,reached,395,39.5,21.507507882359548,0,25.200000000000003,39.5,14.299999999999997,4.939835049968125,0.9959375,17.702438661763956,0.7998341209896007,14.0,10.5,2.9993203729999323
baseline,,nan,18,1,reached,442,44.2,23.58994628635295,0,29.3,44.2,14.900000000000002,3.1309113356702833,0.9966666666666667,17.702438661763956,0.7292275468942361,14.0,10.5,3.108255852999946
baseline,,nan,19,1,reached,291,29.1,16.586390392106676,0,15.4,29.1,13.700000000000001,0.523718318879613,0.9944791666666667,17.702438661763956,1.0371417924632025,14.0,10.5,2.135338700000034
baseline,,nan,20,1,reached,410,41.0,23.284936907050074,0,26.8,41.0,14.2,1.9232080414358061,0.9966666666666667,17.702438661763956,0.7387796982415488,14.0,10.5,2.891726179999978
baseline,,nan,21,1,reached,419,41.900000000000006,22.894284226942844,0,28.1,41.900000000000006,13.800000000000004,0.024276347755619956,0.9966666666666667,17.702438661763956,0.7513857385206867,14.0,10.5,3.1308137319999787
baseline,,nan,22,1,reached,436,43.6,23.946192430688715,0,29.8,43.6,13.8,2.1347173016402565,0.9966666666666667,17.702438661763956,0.7183788701087123,14.0,10.5,3.118476636999958
baseline,,nan,23,1,reached,428,42.800000000000004,23.635855722488568,0,29.1,42.800000000000004,13.700000000000003,1.619548914433618,0.9966666666666667,17.702438661763956,0.7278111215324659,14.0,10.5,3.1090513699999747
baseline,,nan,24,1,reached,435,43.5,23.6449735382824,0,29.700000000000003,43.5,13.799999999999997,1.4934860928004996,0.9966145833333333,17.702438661763956,0.7275304678989107,14.0,10.5,3.0974658789999694
baseline,,nan,25,1,reached,401,40.1,22.33157825209287,0,26.400000000000002,40.1,13.7,5.383367101843726,0.9966666666666667,17.702438661763956,0.7703189836191617,14.0,10.5,2.934863360999998
baseline,,nan,26,1,reached,424,42.400000000000006,23.109987310497896,0,28.700000000000003,42.400000000000006,13.700000000000003,4.096781387648076,0.9966666666666667,17.702438661763956,0.7443724840969347,14.0,10.5,3.056557810999948
baseline,,nan,27,1,reached,473,47.300000000000004,25.05619780619894,0,32.0,47.300000000000004,15.300000000000004,2.4817392616993903,0.9966666666666667,17.702438661763956,0.686554232801756,14.0,10.5,3.4474518179999905
baseline,,nan,28,1,reached,426,42.6,23.6826997962336,0,27.8,42.6,14.8,0.9625861722891429,0.9966666666666667,17.702438661763956,0.7263715205518825,14.0,10.5,3.000341588000083
baseline,,nan,29,1,reached,416,41.6,23.86358224977412,0,26.900000000000002,41.6,14.7,3.5437109444739323,0.9966666666666667,17.702438661763956,0.7208657309581753,14.0,10.5,3.1124188140000797
baseline,,nan,30,1,reached,409,40.900000000000006,22.624354974800887,0,27.1,40.900000000000006,13.800000000000004,2.6498345484470236,0.9966666666666667,17.702438661763956,0.7603504577666022,14.0,10.5,2.91247273099998
baseline,,nan,31,1,reached,415,41.5,23.011562238464446,0,27.700000000000003,41.5,13.799999999999997,3.6110684083345443,0.9965625,17.702438661763956,0.74755631466905,14.0,10.5,3.0452309149999337
baseline,,nan,32,1,reached,455,45.5,23.816021747671858,0,31.3,45.5,14.2,0.7022728984171873,0.9966666666666667,17.702438661763956,0.7223052969980424,14.0,10.5,3.300285688000031
baseline,,nan,33,1,reached,414,41.400000000000006,23.03472413146179,0,27.6,41.400000000000006,13.800000000000004,3.221024929911931,0.9966666666666667,17.702438661763956,0.7468046312856921,14.0,10.5,2.9068355499999825
baseline,,nan,34,1,reached,388,38.800000000000004,22.35072234761108,0,24.900000000000002,38.800000000000004,13.900000000000002,1.4536178571834562,0.9966666666666667,17.702438661763956,0.7696591812211658,14.0,10.5,2.6711854459999813
baseline,,nan,35,1,reached,364,36.4,20.39340968038351,0,22.6,36.4,13.799999999999997,4.027650979396104,0.995625,17.702438661763956,0.8435293034058469,14.0,10.5,2.6149989220000407
baseline,,nan,36,1,reached,434,43.400000000000006,24.215685863343335,0,28.400000000000002,43.400000000000006,15.000000000000004,3.65485069587851,0.9966666666666667,17.702438661763956,0.7103841187419874,14.0,10.5,3.1004926419999492
